Geo Point;Geo Shape;dep;adresse;nomcom;insee;nom_carto;typo_niv3;objectid
48.8564294607, 2.35254621419;"{""coordinates"": [2.352546214191623, 48.85642946072446, 0.0], ""type"": ""Point""}";75;29 RUE DE RIVOLI - HÔTEL DE VILLE;Paris;75101;Hôtel de ville de Paris;Site et monument;65
48.8580064171, 2.35513361681;"{""coordinates"": [2.355133616812196, 48.85800641708193, 0.0], ""type"": ""Point""}";75;24 RUE DES ARCHIVES;Paris;75104;Temple des Billettes;Site et monument;88
48.8560170495, 2.36048814163;"{""coordinates"": [2.360488141629762, 48.8560170495335, 0.0], ""type"": ""Point""}";75;10 RUE PAVÉE;Paris;75104;Synagogue de la rue Pavée;Site et monument;101
48.8489629605, 2.35742396222;"{""coordinates"": [2.357423962224569, 48.84896296054433, 0.0], ""type"": ""Point""}";75;1 RUE DES FOSSÉS-Saint-BERNARD - PLACE MOHAMMED-V;Paris;75105;Institut du monde Arabe;Site et monument;113
48.8507322897, 2.35186517547;"{""coordinates"": [2.351865175472051, 48.850732289727674, 0.0], ""type"": ""Point""}";75;47 QUAI DE LA TOURNELLE - HÔTEL DE MIRAMION;Paris;75105;Musée de l'assistance publique - hôpitaux de Paris;Musée et écomusée;116
48.843149357, 2.3628746965;"{""coordinates"": [2.362874696504451, 48.84314935704954, 0.0], ""type"": ""Point""}";75;2 RUE BUFFON;Paris;75105;Galerie de paléontologie et d'anatomie;Musée et écomusée;121
48.8533791718, 2.34697251954;"{""coordinates"": [2.346972519535243, 48.85337917179143, 0.0], ""type"": ""Point""}";75;ACCÈS : QUAI Saint MICHEL, QUAI DU MARCHÉ NEUF;Paris;75105;Petit pont;Site et monument;124
48.8571392746, 2.33738036018;"{""coordinates"": [2.33738036018139, 48.85713927458991, 0.0], ""type"": ""Point""}";75;23 QUAI CONTI;Paris;75106;Institut de France;Musée et écomusée;129
48.8538244993, 2.33000289875;"{""coordinates"": [2.330002898751689, 48.85382449927539, 0.0], ""type"": ""Point""}";75;54 RUE DES SaintS-PÈRES;Paris;75107;Bibliothèque de la societe de l'histoire du protestantisme francais;Musée et écomusée;140
48.85083539, 2.32293221505;"{""coordinates"": [2.322932215047694, 48.850835389978876, 0.0], ""type"": ""Point""}";75;140 RUE DU BAC;Paris;75107;Chapelle ND de la médaille miraculeuse;Site et monument;141
48.8555771675, 2.31258928216;"{""coordinates"": [2.312589282155078, 48.85557716752478, 0.0], ""type"": ""Point""}";75;129 RUE DE GRENELLE - HOTEL NATIONAL DES INVALIDES;Paris;75107;Cathédrale Saint-Louis des invalides;Site et monument;142
48.8576639388, 2.31285057757;"{""coordinates"": [2.312850577574167, 48.85766393875757, 0.0], ""type"": ""Point""}";75;129 RUE DE GRENELLE - ESPLANADE DES INVALIDES;Paris;75107;Hôtel national des Invalides;Site et monument;146
48.8539091167, 2.32812386156;"{""coordinates"": [2.328123861556405, 48.853909116650435, 0.0], ""type"": ""Point""}";75;31 RUE Saint-GUILLAUME;Paris;75107;Maison de Verre;Musée et écomusée;148
48.8403712504, 2.37982180921;"{""coordinates"": [2.379821809205657, 48.840371250385175, -100000.0], ""type"": ""Point""}";75;8 boulevard de Bercy;Paris 12ÈME;0;Palais omnisport de Paris Bercy;Diffusion du spectacle vivant;159
48.8716033061, 2.33047528573;"{""coordinates"": [2.33047528573107, 48.87160330608286, -100000.0], ""type"": ""Point""}";75;8 rue Scribe;Paris 9ÈME;0;Opéra national de Paris - palais Garnier;Diffusion du spectacle vivant;160
48.8578733005, 2.29505953467;"{""coordinates"": [2.295059534667465, 48.857873300474246, 0.0], ""type"": ""Point""}";75;CHAMP DE MARS;Paris;75107;Tour Eiffel;Site et monument;165
48.8794711877, 2.31253545601;"{""coordinates"": [2.312535456005931, 48.87947118773163, 0.0], ""type"": ""Point""}";75;7 AVENUE VÉLASQUEZ - MUSÉE DES ARTS DE L'ASIE DE Paris;Paris;75108;Musée Cernuschi;Musée et écomusée;173
48.8773147503, 2.33141154518;"{""coordinates"": [2.331411545183918, 48.87731475031878, 0.0], ""type"": ""Point""}";75;3 RUE DE LA TRINITÉ - PLACE ESTIENNE-D'ORVES;Paris;75109;Eglise de la Sainte Trinite;Site et monument;181
48.8473756819, 2.26915122342;"{""coordinates"": [2.269151223424509, 48.84737568192153, 0.0], ""type"": ""Point""}";75;2 PLACE D'AUTEUIL - 1 RUE COROT;Paris;75116;Eglise de ND-d'Auteuil;Site et monument;222
48.8657625162, 2.29613868685;"{""coordinates"": [2.296138686848813, 48.865762516221935, 0.0], ""type"": ""Point""}";75;10 AVENUE PIERRE 1ER DE SERBIE;Paris;75116;Musée Galliera - musée de la mode de la ville de Paris;Musée et écomusée;238
48.8634435239, 2.28691763652;"{""coordinates"": [2.286917636524939, 48.863443523894894, 0.0], ""type"": ""Point""}";75;1 PLACE DU TROCADÉRO ET DU 11 NOVEMBRE - PALAIS DE CHAILLOT;Paris;75116;Musée national des monuments français;Musée et écomusée;241
48.890721135, 2.39585164733;"{""coordinates"": [2.395851647330332, 48.89072113500908, 0.0], ""type"": ""Point""}";75;211 AVENUE JEAN-JAURÈS - EPPGHV;Paris;75119;Parc de la Villette;Espace de loisirs, espace récréatif;255
48.5668776079, 2.78026464632;"{""coordinates"": [2.780264646319976, 48.5668776078819, 0.0], ""type"": ""Point""}";77;PLACE DES TOURS;BLANDY;77034;Château de Blandy-les-Tours;Site et monument;263
48.8241839986, 3.09433065202;"{""coordinates"": [3.094330652017534, 48.8241839985852, 0.0], ""type"": ""Point""}";77;AVENUE FOCH;COULOMMIERS;77131;Commanderie des templiers;Site et monument;265
49.0907233175, 3.07443724803;"{""coordinates"": [3.074437248031956, 49.09072331751996, 0.0], ""type"": ""Point""}";77;SYNDICAT D'INITIATIVE - MAIRIE;CROUY-SUR-OURCQ;77148;Donjon du Houssoy;Site et monument;267
48.9604232247, 2.87848974969;"{""coordinates"": [2.878489749685723, 48.960423224732025, 0.0], ""type"": ""Point""}";77;5 PLACE DU GÉNÉRAL DE GAULLE - ANCIEN PALAIS EPISCOPAL;MEAUX;77284;Musée Bossuet;Musée et écomusée;275
48.5607214131, 3.29169272626;"{""coordinates"": [3.291692726259754, 48.56072141309038, 0.0], ""type"": ""Point""}";77;PLACE ST QUIRIACE;PROVINS;77379;Collégiale Saint-Quiriace;Site et monument;279
48.530685601, 1.96239569705;"{""coordinates"": [1.962395697050379, 48.5306856009959, 0.0], ""type"": ""Point""}";78;1 RUE LEGAIGNEUR - MANOIR DE SaintE-MESME;SAINTE-MESME;78569;Musée du costume militaire;Musée et écomusée;306
48.7990594686, 2.14454591849;"{""coordinates"": [2.144545918485464, 48.799059468597726, 0.0], ""type"": ""Point""}";78;73 AVENUE DE Paris;VERSAILLES;78646;Domaine de madame elisabeth;Site et monument;312
48.8168514402, 2.14159176646;"{""coordinates"": [2.141591766457882, 48.816851440242715, 0.0], ""type"": ""Point""}";78;36 RUE DU PARC DE CLAGNY;VERSAILLES;78646;Osmothèque la mémoire vivante des parfums;Musée et écomusée;314
48.8837887399, 2.10471874698;"{""coordinates"": [2.104718746983563, 48.88378873994795, 0.0], ""type"": ""Point""}";78;PAVILLON D'ACCUEIL;LE PORT-MARLY;78502;Château de Monte-Cristo;Site et monument;316
48.4411819285, 2.46929055632;"{""coordinates"": [2.469290556320574, 48.441181928529396, 0.0], ""type"": ""Point""}";91;RUE DU Château;COURANCES;91180;Château de Courances;Site et monument;320
48.8034452391, 2.24414218637;"{""coordinates"": [2.244142186365738, 48.80344523907304, 0.0], ""type"": ""Point""}";92;21 RUE DES CHÂTAIGNIERS;CLAMART;92023;Fondation Arp;Musée et écomusée;334
48.9323566533, 2.35580537943;"{""coordinates"": [2.355805379425522, 48.93235665327068, 0.0], ""type"": ""Point""}";93;22 BIS RUE GABRIEL PÉRI;SAINT-DENIS;93066;Musée d’art et d’histoire;Musée et écomusée;350
48.8444147286, 2.43621464893;"{""coordinates"": [2.436214648934974, 48.844414728610374, 0.0], ""type"": ""Point""}";94;53 BIS RUE FONTENAY;VINCENNES;94080;Château de Vincennes;Site et monument;358
48.7926680646, 2.38685258398;"{""coordinates"": [2.38685258397729, 48.79266806463655, 0.0], ""type"": ""Point""}";94;PLACE DE LA LIBÉRATION - CARREFOUR DE LA LIBÉRATION;VITRY-SUR-SEINE;94081;Musée d'art contemporain Val-de-Marne - MAC VAL;Musée et écomusée;359
49.0717550959, 2.16791085017;"{""coordinates"": [2.16791085017424, 49.071755095866486, 0.0], ""type"": ""Point""}";95;44 RUE CALLÉ;AUVERS-SUR-OISE;95039;Musée de l'absinthe;Musée et écomusée;364
49.0450167203, 2.10885265852;"{""coordinates"": [2.108852658515938, 49.04501672032648, 0.0], ""type"": ""Point""}";95;2 PLACE DES ÉCOLES;Saint-OUEN-L'AUMONE;95572;Musée de l'education;Musée et écomusée;373
49.0722052183, 2.16825569674;"{""coordinates"": [2.168255696735367, 49.072205218314956, 0.0], ""type"": ""Point""}";95;RUE DE LÉRY - BP 21;AUVERS-SUR-OISE;95039;Château d'Auvers;Site et monument;376
48.8661712849, 2.31313852744;"{""coordinates"": [2.313138527437995, 48.86617128489219, 0.0], ""type"": ""Point""}";75;AVENUE WINSTON CHURCHILL;Paris;75108;Grand Palais;Site et monument;384
48.6957856787, 2.4001105937;"{""coordinates"": [2.400110593701476, 48.69578567874624, 0.0], ""type"": ""Point""}";91;RUE DU PORT AUX CERISES;DRAVEIL;91201;Ile de loisirs du port aux Cerises;Espace de loisirs, espace récréatif;391
48.8513487777, 2.60491313154;"{""coordinates"": [2.604913131544186, 48.85134877773764, 0.0], ""type"": ""Point""}";77;31 RUE DE Paris;CHAMPS-SUR-MARNE;77083;Les jardins du Château de Champs-sur-Marne;Espace de loisirs, espace récréatif;397
48.2941490204, 2.43950495484;"{""coordinates"": [2.439504954839814, 48.29414902042139, 0.0], ""type"": ""Point""}";77;73, RUE DES ROCHES;BUTHIERS;77060;Ile de loisirs de Buthiers;Espace de loisirs, espace récréatif;408
48.4099438747, 2.6339533712;"{""coordinates"": [2.633953371199622, 48.409943874738566, 0.0], ""type"": ""Point""}";77;FANCHARD, FORÊT DE FONTAINEBLEAU;FONTAINEBLEAU;77186;Centre d'écotourisme;Musée et écomusée;412
48.8475558243, 2.23239430994;"{""coordinates"": [2.232394309936184, 48.8475558242744, 0.0], ""type"": ""Point""}";92;14 RUE DE L'ABREUVOIR;BOULOGNE-BILLANCOURT;92012;Musée Paul-Belmondo;Musée et écomusée;417
48.8591107655, 2.1056760997;"{""coordinates"": [2.105676099702672, 48.85911076548305, 0.0], ""type"": ""Point""}";78;LA GRILLE ROYALE - PARC DE MARLY;LOUVECIENNES;78350;Musée promenade;Musée et écomusée;428
48.83864567, 2.21858063783;"{""coordinates"": [2.218580637827418, 48.838645670020995, 0.0], ""type"": ""Point""}";92;DOMAINE NATIONAL DE Saint-CLOUD;Saint-CLOUD;92064;Musée historique du domaine national de Saint-cloud;Musée et écomusée;431
49.0444053871, 1.66031700396;"{""coordinates"": [1.660317003963799, 49.04440538711744, 0.0], ""type"": ""Point""}";78;ESCALE DE MOUSSEAUX;MOUSSEAUX-SUR-SEINE;78437;Escale de Mousseaux;Haltes, escales ou ports fluviaux de plaisance;436
48.4344078186, 2.74410382728;"{""coordinates"": [2.744103827282119, 48.434407818578194, 0.0], ""type"": ""Point""}";77;ESCALE DE HERICY;HÉRICY;77226;Escale de Hericy;Haltes, escales ou ports fluviaux de plaisance;440
48.8532597248, 2.2858180504;"{""coordinates"": [2.285818050396717, 48.85325972475202, 0.0], ""type"": ""Point""}";75;2, QUAI DE GRENELLE;Paris;75115;Escale de Grenelle;Haltes, escales ou ports fluviaux de plaisance;443
48.8602131433, 2.33148312279;"{""coordinates"": [2.331483122786717, 48.86021314334311, 0.0], ""type"": ""Point""}";75;ESCALE DU LOUVRE;Paris;75101;Escale du Louvre;Haltes, escales ou ports fluviaux de plaisance;446
48.8642887539, 2.31529853054;"{""coordinates"": [2.315298530542115, 48.86428875387887, 0.0], ""type"": ""Point""}";75;PORT DES CHAMPS ELYSÉES;Paris;75108;Escale des Champs-Elysées;Haltes, escales ou ports fluviaux de plaisance;449
48.8581794348, 2.33629786159;"{""coordinates"": [2.336297861586056, 48.85817943479368, 0.0], ""type"": ""Point""}";75;Saint GERMAIN DES PRÈS;Paris;75105;Escale des Saints-Pères Saint-Germain-des-Près;Haltes, escales ou ports fluviaux de plaisance;452
48.8598642889, 2.29293085689;"{""coordinates"": [2.292930856891942, 48.85986428891615, 0.0], ""type"": ""Point""}";75;;Paris;75107;Escale la Bourdonnais - tour Eiffel;Haltes, escales ou ports fluviaux de plaisance;461
49.0490928718, 2.10498649913;"{""coordinates"": [2.104986499129054, 49.04909287178365, 0.0], ""type"": ""Point""}";95;36, RUE DU GÉNÉRAL LECLERC;Saint-OUEN-L'AUMONE;95572;Saint-Ouen l'Aumone, halte nautique;Haltes, escales ou ports fluviaux de plaisance;472
49.1305232696, 2.23741307472;"{""coordinates"": [2.237413074722693, 49.130523269584145, 0.0], ""type"": ""Point""}";95;16, AVENUE ELIE BAYLAC;CHAMPAGNE-SUR-OISE;95134;Halte nautique - Champagne -sur-oise;Haltes, escales ou ports fluviaux de plaisance;474
48.8985686506, 2.7702287879;"{""coordinates"": [2.770228787904983, 48.898568650625975, 0.0], ""type"": ""Point""}";77;CLUB NAUTIQUE DU PLAN D'EAU (PORT PRIVÉ);CHALIFERT;77075;Port du club nautique;Haltes, escales ou ports fluviaux de plaisance;481
48.9517807614, 3.13466798681;"{""coordinates"": [3.134667986812771, 48.951780761439146, 0.0], ""type"": ""Point""}";77;HALTE DE LA FERTÉ-SOUS-JOUARRE;LA FERTE-SOUS-JOUARRE;77183;Halte de la Ferté-sous-Jouarre;Haltes, escales ou ports fluviaux de plaisance;486
48.8847395923, 2.37362676064;"{""coordinates"": [2.373626760641134, 48.88473959234763, 0.0], ""type"": ""Point""}";75;30 QUAI DE LA LOIRE;Paris;75119;Escale du bassin de la Villette;Haltes, escales ou ports fluviaux de plaisance;489
48.4839447223, 2.70913907972;"{""coordinates"": [2.709139079718924, 48.48394472230209, 0.0], ""type"": ""Point""}";77;PORT DE CHARTRETTES;CHARTRETTES;77096;Port du club nautique;Haltes, escales ou ports fluviaux de plaisance;493
49.0895759702, 3.05701651208;"{""coordinates"": [3.057016512080921, 49.08957597019816, 0.0], ""type"": ""Point""}";77;;CROUY-SUR-OURCQ;77148;Halte de Crouy -sur-Ourcq;Haltes, escales ou ports fluviaux de plaisance;496
48.9572721514, 2.87190231017;"{""coordinates"": [2.871902310171798, 48.957272151408965, 0.0], ""type"": ""Point""}";77;;MEAUX;77284;Halte de Meaux-Saint-Remy;Haltes, escales ou ports fluviaux de plaisance;501
48.1973411734, 2.71709197093;"{""coordinates"": [2.717091970927492, 48.19734117338723, 0.0], ""type"": ""Point""}";77;67 AVENUE MARÉCHAL LECLERC;SOUPPES-SUR-LOING;77458;Le port aux pierre, vallée du Loing;Haltes, escales ou ports fluviaux de plaisance;507
48.88793075, 2.16247827347;"{""coordinates"": [2.162478273466379, 48.887930749975574, 0.0], ""type"": ""Point""}";78;ILE DES IMPRESSIONNISTES;CHATOU;78146;Halte de plaisance de Chatou;Haltes, escales ou ports fluviaux de plaisance;513
49.0203172051, 2.08855609566;"{""coordinates"": [2.088556095655891, 49.02031720505012, 0.0], ""type"": ""Point""}";95;65 CHEMIN DU HALAGE;ERAGNY;95218;Halte de Carpentrie;Haltes, escales ou ports fluviaux de plaisance;535
48.7796746957, 3.30409536236;"{""coordinates"": [3.304095362355154, 48.779674695719955, -100000.0], ""type"": ""Point""}";77;35 RUE DES PROMENADES;LA FERTE GAUCHER;77182;;Offices du tourisme et syndicats d'initiative;551
48.9457363963, 2.1449645096;"{""coordinates"": [2.144964509597128, 48.94573639628911, -100000.0], ""type"": ""Point""}";78;41 AVENUE DE LONGUEIL;MAISONS LAFFITTE;78358;;Offices du tourisme et syndicats d'initiative;569
48.789166067, 1.59917581806;"{""coordinates"": [1.59917581805932, 48.78916606698345, -100000.0], ""type"": ""Point""}";78;4 PLACE DE LA TOUR HOUDAN;HOUDAN;78310;;Offices du tourisme et syndicats d'initiative;573
48.7060653175, 2.45558429026;"{""coordinates"": [2.455584290259076, 48.70606531747428, -100000.0], ""type"": ""Point""}";91;64 AVENUE DE LA REPUBLIQUE;MONTGERON;91421;;Offices du tourisme et syndicats d'initiative;590
48.9359236805, 2.35751007414;"{""coordinates"": [2.357510074142835, 48.935923680498675, -100000.0], ""type"": ""Point""}";93;1, RUE DE LA REPUBLIQUE;SAINT-DENIS;93066;;Offices du tourisme et syndicats d'initiative;612
48.812630994, 2.50955663416;"{""coordinates"": [2.509556634162367, 48.81263099395809, -100000.0], ""type"": ""Point""}";94;21 RUE JOSEPHINE DE BEAUHARNAIS;CHAMPIGNY SUR MARNE;94017;;Offices du tourisme et syndicats d'initiative;616
49.113739606, 2.20905016192;"{""coordinates"": [2.209050161915239, 49.11373960599472, -100000.0], ""type"": ""Point""}";95;MAIRIE DE PARMAIN, AVENUE GEORGES CLEMENCEAU;PARMAIN;95480;;Offices du tourisme et syndicats d'initiative;631
49.0042349272, 2.52069680796;"{""coordinates"": [2.520696807959134, 49.004234927159715, -100000.0], ""type"": ""Point""}";95;6, ALLEE DU VERGER;ROISSY EN FRANCE;95527;;Offices du tourisme et syndicats d'initiative;633
48.802117115, 2.12873126982;"{""coordinates"": [2.128731269821336, 48.8021171149984, 0.0], ""type"": ""Point""}";78;2 BIS, AVENUE DE Paris;VERSAILLES;78646;;Offices du tourisme et syndicats d'initiative;640
48.8297624498, 2.40711145359;"{""coordinates"": [2.407111453589515, 48.82976244979082, -100000.0], ""type"": ""Point""}";75;Pelouse de Reuilly;Paris;75112;Foire du Trône;Espace de loisirs, espace récréatif;650
49.0475092159, 2.08189149811;"{""coordinates"": [2.081891498106661, 49.047509215936415, -100000.0], ""type"": ""Point""}";95;25 route de Menandon;PONTOISE;95500;Gopark;Espace de loisirs, espace récréatif;657
48.8511045771, 2.32440553928;"{""coordinates"": [2.324405539278978, 48.85110457711485, 0.0], ""type"": ""Point""}";75;24, rue de Sèvres;Paris;75107;Le Bon Marché;Espace de loisirs, espace récréatif;663
48.8625259648, 2.33519981539;"{""coordinates"": [2.335199815388598, 48.86252596484304, 0.0], ""type"": ""Point""}";75;99, RUE DE RIVOLI, 75001 PARIS;PARIS;75101;CARROUSEL DU LOUVRE;Centre de congrès et parc d'exposition;9
48.4097699622, 2.45953634386;"{""coordinates"": [2.45953634386342, 48.4097699621543, 64.79369999999471], ""type"": ""Point""}";91;LE  BOIS DES PAUVRES;MILLY-LA-FORÊT;91405;Le Cyclop de Jean Tinguely;Diffusion de l'art (autre que musée);28
48.8684336223, 2.32161949133;"{""coordinates"": [2.321619491331809, 48.86843362226744, -100000.0], ""type"": ""Point""}";75;12 RUE BOISSY D'ANGLAS;Paris 8EME;75108;Fondation d'entreprise Ricard;Diffusion de l'art (autre que musée);33
48.8848321249, 2.34421329424;"{""coordinates"": [2.344213294236312, 48.884832124927236, -100000.0], ""type"": ""Point""}";75;2 RUE RONSARD;Paris 18EME;75118;Halle Saint-Pierre;Diffusion de l'art (autre que musée);37
48.7479963883, 2.0152948601;"{""coordinates"": [2.015294860104593, 48.7479963882719, 0.0], ""type"": ""Point""}";78;ROUTE DES GRANGES;MAGNY-LES-HAMEAUX;78356;Musee de Port Royal des Champs;Musée et écomusée;47
48.8682313051, 2.2218317369;"{""coordinates"": [2.221831736902905, 48.86823130514213, 0.0], ""type"": ""Point""}";92;PLACE DE LA GARE DE SURESNES LONGCHAMP;SURESNES;92073;Musee d'histoire urbaine et sociale;Musée et écomusée;53
48.8623000086, 2.34824030396;"{""coordinates"": [2.348240303964582, 48.86230000864934, 0.0], ""type"": ""Point""}";75;RUES RAMBUTEAU, PIERRE LESCOT ET BERGER;Paris;75101;Forum des Halles;Espace de loisirs, espace récréatif;62
48.8512698999, 2.3575515282;"{""coordinates"": [2.357551528202595, 48.85126989994773, 0.0], ""type"": ""Point""}";75;19 BIS RUE Saint-LOUIS-EN-L'ILE;Paris;75104;Eglise Saint-Louis-en-l'ile;Site et monument;89
48.8585796553, 2.35774876636;"{""coordinates"": [2.357748766357595, 48.858579655344286, 0.0], ""type"": ""Point""}";75;11 RUE DES BLANCS MANTEAUX;Paris;75104;Galerie d'Architecture;Musée et écomusée;91
48.8548496071, 2.35636156894;"{""coordinates"": [2.35636156894033, 48.85484960713565, 0.0], ""type"": ""Point""}";75;17 RUE GEOFFROY L'ASNIER;Paris;75104;Mémorial de la Shoah;Musée et écomusée;93
